target,n,k,d,q,seconds,status,A_poly,B_poly
Z6xZ14,168,12,10,7.143,0.93,ok,y^5 + x*y^9 + x^3*y^11,y^8 + x*y^2 + x^3*y^6
Z6xZ14,168,12,8,4.571,0.38,ok,x*y^12 + x^2*y^2 + x^4*y^4,x^2*y^5 + x^4*y^11 + x^5*y^9
Z6xZ14,168,18,6,3.857,0.08,ok,x^2*y^3 + x^5*y^4 + x^5*y^13,x*y^8 + x*y^9 + x*y^11
Z6xZ14,168,14,6,3.0,0.06,ok,y^9 + x*y^13 + x^2*y^8,y^7 + x*y^9 + x^2*y^10
Z6xZ14,168,12,10,7.143,0.86,ok,y^8 + x^2*y^11 + x^3*y^3,x*y + x^3*y^11 + x^5*y^3
Z6xZ14,168,12,8,4.571,0.29,ok,x*y^12 + x^4*y^7 + x^5*y^8,x*y + x*y^7 + x^5*y^5
Z6xZ14,168,12,8,4.571,0.4,ok,x*y^6 + x*y^10 + x^5*y^4,x^2*y^3 + x^4*y + x^5*y^7
Z6xZ14,168,12,8,4.571,0.42,ok,x*y^6 + x^5*y^2 + x^5*y^8,y^9 + x^4*y^11 + x^5*y^5
Z6xZ14,168,12,2,0.286,0.01,ok,y^4 + x^2*y + x^5*y^10,y^6 + x + x^3*y^11
Z6xZ14,168,12,8,4.571,0.52,ok,x*y^4 + x*y^5 + x^4*y^2,x*y + x^5*y^5 + x^5*y^7
Z6xZ14,168,12,6,2.571,0.09,ok,y^8 + x^2*y^2 + x^5*y^13,y^8 + x^2 + x^3*y^5
Z6xZ14,168,12,8,4.571,0.33,ok,x*y^2 + x^4*y + x^5*y^11,x^2*y^4 + x^4*y^6 + x^4*y^10
Z6xZ14,168,12,8,4.571,0.31,ok,x^2*y^2 + x^4 + x^4*y^10,y^2 + x^2*y^8 + x^5*y^13
Z6xZ14,168,12,6,2.571,0.11,ok,x^2*y^8 + x^2*y^11 + x^4*y^9,y^13 + x^2 + x^4*y^2
Z6xZ14,168,12,6,2.571,0.12,ok,x^2*y + x^4*y^3 + x^5,x*y^12 + x^4*y + x^4*y^13
Z6xZ14,168,12,6,2.571,0.05,ok,y^4 + x^2*y + x^4*y^2,y^2 + y^6 + x^4
Z6xZ14,168,12,6,2.571,0.05,ok,y^5 + x^2*y^7 + x^3*y^11,y^3 + x*y^13 + x^5*y^11
Z6xZ14,168,12,6,2.571,0.13,ok,x^3*y^6 + x^4*y^3 + x^5*y^12,x*y^3 + x^4*y^8 + x^5*y^11
Z6xZ14,168,16,6,3.429,0.09,ok,y + x^2*y^11 + x^4*y^9,y^7 + x^2*y^9 + x^4*y^7
Z6xZ14,168,12,8,4.571,0.4,ok,y^10 + x^2*y^11 + x^2*y^13,x^2 + x^4*y^2 + x^4*y^6
Z6xZ14,168,12,10,7.143,1.16,ok,x^3*y^2 + x^4*y^7 + x^5*y^6,x*y^6 + x*y^12 + x^2*y
Z6xZ14,168,12,8,4.571,0.4,ok,y^7 + x*y^9 + x^3*y^10,y^7 + y^9 + x^4*y^3
Z6xZ14,168,16,6,3.429,0.07,ok,x*y^6 + x^3*y^2 + x^5,y^7 + x^2*y^3 + x^4*y^9
Z6xZ14,168,12,8,4.571,0.38,ok,y^7 + x^2*y^2 + x^4*y^6,y^5 + x^4*y^7 + x^4*y^11
Z6xZ14,168,12,2,0.286,0.01,ok,y^10 + x^4*y^9 + x^4*y^12,y^5 + y^8 + x^2*y^6
Z6xZ14,168,12,4,1.143,0.03,ok,x + x*y^2 + x*y^10,y^5 + x*y^11 + x^5*y^2
Z6xZ14,168,12,8,4.571,0.31,ok,x^2*y^6 + x^3*y^2 + x^5*y^8,y^12 + x*y^2 + x*y^4
Z6xZ14,168,12,8,4.571,0.41,ok,x*y^9 + x^2*y^12 + x^3*y^3,x^3*y^12 + x^4*y + x^4*y^13
Z6xZ14,168,16,4,1.524,0.03,ok,y^8 + x^2*y^6 + x^4,x*y^13 + x^3*y^7 + x^5*y^9
Z6xZ14,168,12,4,1.143,0.07,ok,x^2*y + x^2*y^5 + x^2*y^7,y + x*y^2 + x^3*y^13
Z6xZ14,168,12,8,4.571,0.49,ok,x*y^11 + x^3*y^5 + x^3*y^7,x^4*y^7 + x^4*y^8 + x^5*y^10
Z6xZ14,168,12,6,2.571,0.06,ok,y^4 + x^2*y^10 + x^4*y,x*y^7 + x*y^13 + x^5*y^4
Z6xZ14,168,12,4,1.143,0.03,ok,x^2*y^5 + x^2*y^8 + x^5,y^4 + x^2*y^11 + x^4*y^11
Z6xZ14,168,12,6,2.571,0.14,ok,y^7 + x*y^11 + x^2*y^13,y^9 + x*y^13 + x^3*y
Z6xZ14,168,12,8,4.571,0.31,ok,x^2*y^2 + x^3 + x^4*y^6,y^7 + y^11 + x^2*y^5
Z6xZ14,168,12,6,2.571,0.04,ok,y^8 + y^10 + x,x^2*y^13 + x^4*y + x^5*y^5
Z6xZ14,168,12,6,2.571,0.04,ok,x*y^4 + x*y^10 + x^2*y^13,x*y^9 + x^4*y^12 + x^5*y^3
Z6xZ14,168,12,8,4.571,0.33,ok,x*y^10 + x^3*y^8 + x^4,y^13 + x^2*y^3 + x^3*y^11
Z6xZ14,168,12,4,1.143,0.04,ok,y^7 + x^2*y^11 + x^2*y^13,x^3*y^5 + x^3*y^13 + x^5*y^10
Z6xZ14,168,12,8,4.571,0.34,ok,x^3*y^6 + x^3*y^7 + x^5*y^4,x*y^2 + x*y^12 + x^5*y^11
Z6xZ14,168,12,6,2.571,0.16,ok,y^13 + x^4*y^7 + x^5*y^4,y^4 + x^3*y^7 + x^3*y^13
Z6xZ14,168,16,6,3.429,0.12,ok,x*y^3 + x^3*y + x^5*y,y^13 + x^2*y^9 + x^4*y^13
Z6xZ14,168,12,8,4.571,0.32,ok,y^6 + x^3*y^3 + x^3*y^11,x*y^3 + x^5*y^11 + x^5*y^13
Z6xZ14,168,12,8,4.571,0.35,ok,1 + y^8 + x^3*y^5,x*y^4 + x^2*y + x^4*y^3
Z6xZ14,168,12,8,4.571,0.39,ok,x*y^3 + x*y^9 + x^2*y^7,x^2 + x^4*y^10 + x^5*y^2
Z6xZ14,168,12,4,1.143,0.06,ok,1 + y^6 + x^2*y^11,x^3*y^2 + x^3*y^3 + x^5*y^7
Z6xZ14,168,20,4,1.905,0.02,ok,y^11 + x^2*y^9 + x^4*y^5,x^3*y^2 + x^4*y^10 + x^5
Z6xZ14,168,12,8,4.571,0.48,ok,y^9 + y^13 + x^4*y^7,x^3*y^5 + x^4*y^9 + x^5*y^3
Z6xZ14,168,24,4,2.286,0.03,ok,y^3 + x^2*y^5 + x^4*y^13,x*y^7 + x*y^11 + x^5*y^13
Z6xZ14,168,12,8,4.571,0.3,ok,y^2 + y^4 + x^2*y^8,x*y^7 + x*y^11 + x^3*y^12
Z6xZ14,168,12,8,4.571,0.32,ok,x*y^13 + x^2*y^11 + x^3*y^7,y^3 + y^9 + x^4*y^7
Z6xZ14,168,12,6,2.571,0.06,ok,y^12 + x*y^9 + x^3*y^3,y^7 + x^3*y^2 + x^3*y^6
Z6xZ14,168,12,8,4.571,0.31,ok,x^3*y^2 + x^3*y^11 + x^5*y^8,1 + x^2*y^4 + x^4*y^5
Z6xZ14,168,12,6,2.571,0.09,ok,y^11 + x^3*y^8 + x^5*y^10,y^13 + x^3*y^12 + x^5*y^10
Z6xZ14,168,12,8,4.571,0.27,ok,x*y^12 + x^2*y^8 + x^3,x*y^9 + x^2*y^7 + x^4*y^3
Z6xZ14,168,12,8,4.571,0.22,ok,x*y^3 + x^3*y^5 + x^3*y^13,y^5 + x*y^10 + x^5*y^13
Z6xZ14,168,12,8,4.571,0.32,ok,y^9 + x^2*y^13 + x^4*y^7,y^7 + x^2*y^4 + x^2*y^5
Z6xZ14,168,12,4,1.143,0.02,ok,x*y^3 + x^2*y^2 + x^3*y^7,y^3 + x^3*y^6 + x^4*y^5
Z6xZ14,168,12,8,4.571,0.22,ok,y + x^2*y^7 + x^3*y^10,x^3*y^3 + x^3*y^5 + x^4*y^2
Z6xZ14,168,12,8,4.571,0.29,ok,y^6 + x^2*y^10 + x^2*y^12,y^7 + x^3*y^3 + x^3*y^9
Z6xZ14,168,12,8,4.571,0.22,ok,x*y^11 + x*y^13 + x^4*y^7,y^5 + y^7 + x^2*y
Z6xZ14,168,12,8,4.571,0.36,ok,x^2 + x^2*y^13 + x^3*y^11,x^2*y^10 + x^4 + x^4*y^2
Z6xZ14,168,12,6,2.571,0.03,ok,y^4 + x^4*y^6 + x^4*y^10,x^2*y^6 + x^3*y^7 + x^4*y^2
Z6xZ14,168,12,4,1.143,0.03,ok,y^13 + x^5*y^2 + x^5*y^8,x*y^2 + x^2*y^13 + x^4*y
Z6xZ14,168,12,8,4.571,0.34,ok,x^3*y^9 + x^5*y^3 + x^5*y^7,x^4*y^2 + x^4*y^4 + x^4*y^5
Z6xZ14,168,12,4,1.143,0.03,ok,x*y^5 + x^3*y^12 + x^5*y^5,x^2*y + x^5*y^12 + x^5*y^13
Z6xZ14,168,12,8,4.571,0.31,ok,y^7 + y^13 + x^5*y^11,x*y^7 + x^2*y^3 + x^3*y^9
Z6xZ14,168,12,6,2.571,0.18,ok,x^2*y^11 + x^3 + x^4*y^13,x^2*y^10 + x^3*y^9 + x^5*y^7
Z6xZ14,168,16,6,3.429,0.06,ok,x*y^9 + x^3*y^3 + x^5*y^11,y^2 + x^2*y^6 + x^4*y^10
Z6xZ14,168,12,4,1.143,0.02,ok,x^2*y^4 + x^4*y^8 + x^4*y^10,y^2 + x^2*y + x^2*y^6
Z6xZ14,168,12,8,4.571,0.24,ok,x^2 + x^2*y^2 + x^2*y^13,x^3 + x^3*y^12 + x^5*y^4
Z6xZ14,168,20,4,1.905,0.03,ok,x*y^2 + x^3*y^4 + x^5*y^12,x + x^3*y^2 + x^5*y^3
Z6xZ14,168,12,6,2.571,0.04,ok,x^3*y^4 + x^3*y^6 + x^4*y^7,x*y^4 + x^2*y + x^4*y^3
Z6xZ14,168,12,6,2.571,0.04,ok,1 + x^3*y^9 + x^4*y^6,y^11 + x*y^2 + x^3*y^8
Z6xZ14,168,12,6,2.571,0.05,ok,y + x*y^12 + x^3*y^7,x*y^9 + x^3 + x^4*y^3
Z6xZ14,168,12,6,2.571,0.06,ok,x*y^3 + x^2*y^7 + x^4*y^9,x^3*y^12 + x^4*y^2 + x^5*y^4
Z6xZ14,168,12,8,4.571,0.48,ok,x^2*y^8 + x^2*y^12 + x^4*y^6,1 + y^3 + x^3*y^8
Z6xZ14,168,14,10,8.333,0.6,ok,y^11 + x^4*y^6 + x^5*y^3,x^2*y^12 + x^3*y + x^4*y^13
Z6xZ14,168,12,8,4.571,0.31,ok,y^12 + x^2*y^4 + x^4*y^2,x^2*y^3 + x^2*y^5 + x^3*y^6
Z6xZ14,168,12,8,4.571,0.35,ok,y^6 + x^2 + x^2*y^4,y^9 + x*y^12 + x^4*y^11
Z6xZ14,168,12,8,4.571,0.27,ok,y + y^11 + x^4*y^3,x*y^9 + x^3*y^4 + x^5*y^12
Z6xZ14,168,12,8,4.571,0.24,ok,y^3 + x^4*y^12 + x^4*y^13,y^7 + y^11 + x^2*y^13
Z6xZ14,168,12,6,2.571,0.04,ok,x*y^11 + x^3*y + x^4*y^3,x*y^3 + x^4*y^11 + x^5*y
Z6xZ14,168,12,10,7.143,0.66,ok,y^4 + x^2*y^6 + x^3*y^10,x^3 + x^5*y^4 + x^5*y^12
Z6xZ14,168,24,4,2.286,0.02,ok,y^3 + x*y^10 + x^2*y^3,y^12 + x^3*y + x^3*y^7
Z6xZ14,168,12,4,1.143,0.03,ok,x^4*y^5 + x^4*y^9 + x^4*y^11,y^4 + y^13 + x^2*y^7
Z6xZ14,168,12,10,7.143,0.92,ok,x*y + x^3*y^7 + x^5*y^3,y^2 + x^2*y^7 + x^5*y^6
Z6xZ14,168,12,4,1.143,0.02,ok,y + x^3*y^13 + x^5*y^9,x*y^13 + x^3*y^7 + x^3*y^11
Z6xZ14,168,12,4,1.143,0.03,ok,x*y^13 + x^5*y^2 + x^5*y^8,x*y^3 + x*y^5 + x^5*y^13
Z6xZ14,168,12,4,1.143,0.03,ok,y^12 + y^13 + x^3*y^10,x^3*y^3 + x^4*y^10 + x^5*y^3
Z6xZ14,168,12,8,4.571,0.25,ok,x*y^11 + x^3*y + x^5*y^3,x^5*y^6 + x^5*y^7 + x^5*y^11
Z6xZ14,168,12,4,1.143,0.02,ok,x*y^10 + x^3*y^7 + x^3*y^9,x*y^8 + x^3*y^7 + x^3*y^12
Z6xZ14,168,36,4,3.429,0.03,ok,x^2*y^6 + x^2*y^11 + x^5*y^10,x^4*y + x^4*y^5 + x^4*y^13
Z6xZ14,168,12,6,2.571,0.04,ok,1 + x*y^13 + x^4*y^2,x*y^5 + x^3*y + x^5*y^13
Z6xZ14,168,12,4,1.143,0.02,ok,x^4*y^3 + x^4*y^5 + x^4*y^13,x^3*y^13 + x^4 + x^4*y^11
Z6xZ14,168,20,6,4.286,0.06,ok,1 + x^4*y^4 + x^5*y^5,y^2 + x^4 + x^5*y^13
Z6xZ14,168,12,6,2.571,0.05,ok,x*y^5 + x^3*y^9 + x^5*y^3,x*y^3 + x^2*y^7 + x^4*y
Z6xZ14,168,12,6,2.571,0.03,ok,y^9 + x*y^3 + x^5,x*y^3 + x^2*y^8 + x^2*y^11
Z6xZ14,168,12,8,4.571,0.31,ok,y^13 + x^3*y^10 + x^5*y^4,y^5 + y^13 + x^2*y
Z6xZ14,168,12,4,1.143,0.02,ok,x^4*y + x^4*y^9 + x^4*y^11,y^7 + x^2*y^4 + x^5*y^12
Z6xZ14,168,12,6,2.571,0.08,ok,x^3*y^4 + x^4*y^2 + x^4*y^12,x*y^8 + x^2 + x^2*y^12
Z6xZ14,168,16,6,3.429,0.07,ok,1 + x^2*y^10 + x^4*y^12,y^7 + x^2*y^7 + x^4*y^13
Z6xZ14,168,12,6,2.571,0.04,ok,y^11 + x^4*y^5 + x^4*y^9,y^10 + x*y^13 + x^2*y^12
Z6xZ14,168,12,6,2.571,0.05,ok,x*y^7 + x^2*y^11 + x^5*y^12,y^8 + x^3*y^4 + x^3*y^9
Z6xZ14,168,12,8,4.571,0.28,ok,y^10 + x^2*y^12 + x^4*y^6,x*y^4 + x^2*y^2 + x^5*y^5
Z6xZ14,168,12,6,2.571,0.05,ok,x*y^2 + x^2*y^3 + x^4,y^10 + y^13 + x^3*y^12
Z6xZ14,168,12,6,2.571,0.05,ok,y + x^3*y^2 + x^4*y^6,x^2*y^3 + x^3*y^13 + x^4*y^12
Z6xZ14,168,12,10,7.143,0.48,ok,x*y^5 + x*y^6 + x^4*y^10,x*y^12 + x^3*y^8 + x^5
Z6xZ14,168,12,6,2.571,0.04,ok,x^2*y^2 + x^4 + x^4*y^6,x^2*y^8 + x^3*y^4 + x^4*y^2
Z6xZ14,168,12,6,2.571,0.03,ok,1 + x^3*y^2 + x^3*y^10,y^5 + x^2*y^13 + x^3*y^3
Z6xZ14,168,16,2,0.381,0.01,ok,x*y^8 + x^3*y^4 + x^5*y^10,x*y^11 + x^3*y^11 + x^5*y^11
Z6xZ14,168,12,10,7.143,0.64,ok,x*y^11 + x*y^12 + x^5*y^9,x^3*y^2 + x^5*y^7 + x^5*y^10
Z6xZ14,168,20,4,1.905,0.03,ok,x*y^5 + x^3*y + x^5*y^7,y^10 + x^2 + x^4*y^9
Z6xZ14,168,12,4,1.143,0.04,ok,y^3 + y^13 + x*y^4,x^3 + x^5*y^2 + x^5*y^6
Z6xZ14,168,12,8,4.571,0.31,ok,x^2*y + x^4*y^13 + x^5*y^12,y^6 + y^8 + x^4*y^12
Z6xZ14,168,12,4,1.143,0.02,ok,x^4*y + x^5*y^2 + x^5*y^4,x^2*y^9 + x^2*y^11 + x^4*y
Z6xZ14,168,12,8,4.571,0.26,ok,x*y + x*y^11 + x^5*y^9,x*y^3 + x^4*y^4 + x^4*y^6
Z6xZ14,168,12,6,2.571,0.04,ok,y^9 + x*y^4 + x^2*y^12,x^2*y + x^3*y^9 + x^5*y^6
Z6xZ14,168,18,4,1.714,0.03,ok,1 + y^2 + x^3*y^3,y^4 + y^5 + x^3*y^2
Z6xZ14,168,12,6,2.571,0.03,ok,x^3*y^11 + x^4*y^5 + x^4*y^7,x^3*y^7 + x^4*y^11 + x^5*y^5
Z6xZ14,168,20,4,1.905,0.03,ok,y + x^2*y^2 + x^4*y^11,y^4 + x^2 + x^4*y^12
Z6xZ14,168,12,8,4.571,0.25,ok,y^2 + x^2*y^10 + x^3,x^2*y + x^2*y^7 + x^4*y^5
Z6xZ14,168,12,4,1.143,0.03,ok,y^4 + x^2*y^8 + x^3*y^3,x^3*y^10 + x^5 + x^5*y^2
Z6xZ14,168,12,8,4.571,0.26,ok,x*y^9 + x*y^13 + x^4,x^3*y^13 + x^4*y^8 + x^5*y^5
Z6xZ14,168,12,10,7.143,0.55,ok,x^3*y + x^5*y^3 + x^5*y^7,y^10 + x^3 + x^5*y
Z6xZ14,168,12,8,4.571,0.2,ok,x^2*y^8 + x^2*y^9 + x^2*y^13,x*y^12 + x^3*y^6 + x^5*y^10
Z6xZ14,168,12,8,4.571,0.29,ok,y^4 + y^8 + x^4*y^9,y^2 + y^8 + x^2*y^11
Z6xZ14,168,12,4,1.143,0.02,ok,x*y^6 + x^2*y^11 + x^5*y^10,y^9 + x^3*y^10 + x^5*y^12
Z6xZ14,168,12,4,1.143,0.02,ok,y^13 + x^4*y^3 + x^4*y^4,x^2 + x^2*y^8 + x^4*y^3
Z6xZ14,168,12,10,7.143,0.62,ok,y^12 + x*y^8 + x^3*y^7,y^8 + x^4 + x^4*y^12
Z6xZ14,168,16,4,1.524,0.02,ok,y^9 + x^2*y^3 + x^4*y^13,y^2 + x^2*y^4 + x^4
Z6xZ14,168,12,6,2.571,0.04,ok,x^2 + x^3*y^6 + x^4*y^11,x^2*y^6 + x^5 + x^5*y^11
Z6xZ14,168,12,4,1.143,0.02,ok,x*y^9 + x^2*y^3 + x^5*y^5,x^4 + x^4*y^8 + x^4*y^10
Z6xZ14,168,12,4,1.143,0.03,ok,y^9 + y^10 + x^2,x^4*y + x^4*y^3 + x^4*y^11
Z6xZ14,168,12,6,2.571,0.03,ok,y^5 + y^13 + x^2*y,y^4 + x*y^5 + x^2*y^7
Z6xZ14,168,12,4,1.143,0.03,ok,x^2*y^12 + x^4*y^10 + x^5*y^9,x^4*y + x^4*y^9 + x^4*y^11
Z6xZ14,168,12,8,4.571,0.23,ok,x*y^6 + x^3*y^10 + x^4*y^12,y^11 + x^3*y^9 + x^4*y^5
Z6xZ14,168,12,4,1.143,0.02,ok,y^12 + x^3*y^4 + x^4*y^9,y^6 + y^10 + y^12
Z6xZ14,168,12,8,4.571,0.23,ok,x*y + x^3*y^7 + x^3*y^10,x^2*y^4 + x^4 + x^4*y^12
Z6xZ14,168,12,10,7.143,0.74,ok,y^10 + y^11 + x^2*y^8,y^5 + y^10 + x^2*y^6
Z6xZ14,168,12,8,4.571,0.25,ok,y^10 + x^5 + x^5*y^8,x*y^8 + x^5*y^6 + x^5*y^12
Z6xZ14,168,12,8,4.571,0.23,ok,1 + x^3*y^4 + x^3*y^12,x^2*y^2 + x^2*y^6 + x^3
Z6xZ14,168,12,6,2.571,0.08,ok,x*y^4 + x^4*y^7 + x^5*y^5,x*y + x^2*y^3 + x^3
Z6xZ14,168,12,2,0.286,0.01,ok,y^2 + x^3*y^13 + x^5*y^8,y^8 + x*y^2 + x^4*y^13
Z6xZ14,168,12,4,1.143,0.02,ok,y^2 + x^4*y^10 + x^4*y^12,x^3*y^10 + x^5*y + x^5*y^7
Z6xZ14,168,12,6,2.571,0.05,ok,y^7 + x^2*y^5 + x^4*y^11,y^6 + x^2*y^12 + x^3*y
Z6xZ14,168,12,8,4.571,0.22,ok,x^2*y + x^2*y^11 + x^4*y^3,y^8 + x*y^3 + x^2*y^11
Z6xZ14,168,12,8,4.571,0.26,ok,y + x*y^7 + x^5*y^10,x^2*y^10 + x^2*y^12 + x^4*y^2
Z6xZ14,168,12,8,4.571,0.27,ok,y^4 + y^8 + x*y^3,x^4*y^12 + x^5*y + x^5*y^7
Z6xZ14,168,12,4,1.143,0.02,ok,x^3*y + x^5*y^3 + x^5*y^7,x^4*y^6 + x^5 + x^5*y^2
Z6xZ14,168,12,6,2.571,0.16,ok,x^2*y^7 + x^2*y^9 + x^3*y^10,x*y^4 + x^2*y^7 + x^3*y^6
Z6xZ14,168,12,8,4.571,0.19,ok,x*y^9 + x^4*y + x^4*y^11,x^3*y^7 + x^3*y^9 + x^4*y^13
Z6xZ14,168,12,8,4.571,0.23,ok,x*y^10 + x^3*y^4 + x^3*y^6,x^2*y^4 + x^2*y^8 + x^2*y^9
Z6xZ14,168,12,10,7.143,0.72,ok,x*y + x^2*y^3 + x^3*y^11,x*y^3 + x*y^9 + x^2*y^7
Z7xZ12,168,12,8,4.571,0.39,ok,y^6 + x^2*y^8 + x^3*y^8,x^2*y^8 + x^4*y^2 + x^5*y^4
Z7xZ12,168,12,4,1.143,0.03,ok,y + x^2*y + x^3*y^3,y^8 + x^2*y^2 + x^3*y^10
Z7xZ12,168,12,10,7.143,1.03,ok,x*y + x^5*y^9 + x^6*y^3,x + x^2*y^2 + x^4*y^10
Z7xZ12,168,12,8,4.571,0.38,ok,x^2*y^2 + x^3*y^6 + x^5*y^2,x*y^5 + x^5*y^11 + x^6*y^11
Z7xZ12,168,12,8,4.571,0.39,ok,x + x^5*y^4 + x^6,x^3*y^2 + x^4*y^2 + x^6*y^8
Z7xZ12,168,12,6,2.571,0.05,ok,x^2*y^7 + x^4*y^5 + x^5*y^3,x^3*y^10 + x^5*y^2 + x^6*y^10
Z7xZ12,168,12,6,2.571,0.05,ok,y^7 + x^4*y^9 + x^5*y^3,y^3 + x^4*y^9 + x^5*y^3
Z7xZ12,168,12,8,4.571,0.29,ok,1 + x*y^2 + x^5*y^4,y^2 + x^4*y^8 + x^6*y^2
Z7xZ12,168,12,4,1.143,0.04,ok,y^10 + x^4*y^10 + x^5*y^10,x*y^11 + x^5*y^3 + x^6*y
Z7xZ12,168,24,4,2.286,0.02,ok,x*y^3 + x^2*y^11 + x^4*y^3,y^8 + x^2*y^8 + x^6*y^8
Z7xZ12,168,16,6,3.429,0.11,ok,x^2 + x^5*y^4 + x^6*y^8,x*y^2 + x*y^10 + x^6*y^6
Z7xZ12,168,12,8,4.571,0.36,ok,1 + x^4*y^4 + x^5*y^4,x*y^9 + x^5*y^5 + x^6*y^11
Z7xZ12,168,20,6,4.286,0.04,ok,y^5 + x*y + x^3*y^3,x*y^9 + x^5*y + x^6*y^11
Z7xZ12,168,12,4,1.143,0.03,ok,x*y^11 + x^2*y^11 + x^6*y^7,1 + x^4*y^2 + x^6
Z7xZ12,168,12,8,4.571,0.38,ok,y^7 + x*y + x^3*y^5,x + x^2*y^4 + x^4*y^2
Z7xZ12,168,12,6,2.571,0.1,ok,1 + x^2*y^10 + x^3,y^11 + x^4*y^7 + x^6*y
Z7xZ12,168,12,8,4.571,0.27,ok,x*y^3 + x^2*y^9 + x^6*y^9,y^2 + y^4 + y^9
Z7xZ12,168,12,8,4.571,0.31,ok,x^2*y^3 + x^3*y^7 + x^5*y^11,y^6 + x^4 + x^5*y^4
Z7xZ12,168,12,8,4.571,0.35,ok,x*y^6 + x^2*y^4 + x^6*y^2,x^3*y + x^5*y^11 + x^6*y^7
Z7xZ12,168,16,6,3.429,0.15,ok,x^3*y^2 + x^5*y^10 + x^6*y^6,y^8 + x^5 + x^6*y^4
Z7xZ12,168,20,4,1.905,0.03,ok,x*y^7 + x^2*y^5 + x^4*y^3,x^2*y + x^3*y^5 + x^5*y^9
Z7xZ12,168,12,8,4.571,0.44,ok,y^11 + x^2*y^5 + x^3*y,y^8 + x + x^5*y^4
Z7xZ12,168,12,8,4.571,0.38,ok,x*y^8 + x^3 + x^4,x^2*y^4 + x^4*y^4 + x^5*y^2
Z7xZ12,168,12,6,2.571,0.05,ok,x^2*y^5 + x^4*y^7 + x^5*y^9,x*y^9 + x^2*y + x^6*y
Z7xZ12,168,20,4,1.905,0.05,ok,y^11 + x^2*y^3 + x^3*y,y^9 + x^4*y + x^6*y^5
Z7xZ12,168,36,4,3.429,0.03,ok,x*y^10 + x^5*y^4 + x^6*y^4,y^4 + x^2*y^4 + x^6*y^10
Z7xZ12,168,24,6,5.143,0.05,ok,y^5 + x*y^5 + x^5*y,x*y^9 + x^3*y^5 + x^4*y
Z7xZ12,168,16,6,3.429,0.1,ok,x^3*y^10 + x^5*y^6 + x^6*y^2,y^9 + x^5*y + x^5*y^5
Z7xZ12,168,18,4,1.714,0.04,ok,x*y^8 + x^5*y^8 + x^6*y^8,x^3*y^4 + x^4*y + x^6*y^4
Z7xZ12,168,12,8,4.571,0.35,ok,x^2*y + x^3*y^3 + x^5*y^5,x*y^8 + x^2*y^10 + x^4*y^10
Z7xZ12,168,18,6,3.857,0.19,ok,x^2*y^3 + x^3 + x^5*y^3,y^11 + x^2*y^8 + x^6*y^11
Z7xZ12,168,12,4,1.143,0.04,ok,y^4 + x^4 + x^6*y^10,y + x^2*y + x^3*y
Z7xZ12,168,12,6,2.571,0.07,ok,y^7 + x*y^7 + x^3*y^9,y^8 + x*y^10 + x^3*y^8
Z7xZ12,168,12,8,4.571,0.38,ok,1 + x^2*y^10 + x^3*y^4,y^9 + x^2*y^3 + x^3*y^7
Z7xZ12,168,12,4,1.143,0.04,ok,x^2*y^9 + x^3*y^5 + x^5*y^5,y^2 + x^2*y^2 + x^6
Z7xZ12,168,12,8,4.571,0.38,ok,x*y^6 + x^3*y^9 + x^4,x + x*y^7 + x*y^11
Z7xZ12,168,16,6,3.429,0.12,ok,y^7 + x*y^3 + x^5*y^11,x^4*y^2 + x^5*y^6 + x^6*y^10
Z7xZ12,168,12,6,2.571,0.07,ok,x^3*y^2 + x^5*y^6 + x^6,x^3*y^2 + x^5*y^2 + x^6*y^8
Z7xZ12,168,12,8,4.571,0.36,ok,x + x^2*y^8 + x^6*y^8,y^11 + x*y + x^5*y^9
Z7xZ12,168,12,8,4.571,0.45,ok,y^3 + x^2*y^3 + x^6*y^5,y^4 + x + x^3*y^2
Z7xZ12,168,12,8,4.571,0.42,ok,y^2 + x^4*y^10 + x^6*y^10,x*y^10 + x^3*y^6 + x^4*y^4
Z7xZ12,168,12,6,2.571,0.05,ok,y^5 + x*y^3 + x^3*y,y + x^2*y^5 + x^6*y^5
Z7xZ12,168,20,6,4.286,0.15,ok,y^4 + x^4*y^8 + x^5*y^6,y + x*y^9 + x^3*y^11
Z7xZ12,168,18,6,3.857,0.05,ok,y^9 + x*y^6 + x^3*y^9,y^2 + x*y^8 + x^3*y^2
Z7xZ12,168,12,8,4.571,0.47,ok,x^2*y + x^2*y^8 + x^2*y^9,y^4 + x^2*y + x^6*y^7
Z7xZ12,168,36,4,3.429,0.03,ok,y^10 + x^2*y^10 + x^6*y^4,y^11 + x^4*y^11 + x^5*y^5
Z7xZ12,168,18,4,1.714,0.03,ok,y^11 + x^4*y^5 + x^6*y^8,x^2*y^2 + x^4*y^11 + x^5*y^2
Z7xZ12,168,12,6,2.571,0.06,ok,x^3*y^9 + x^4*y^11 + x^6*y^7,y^7 + x^4*y^3 + x^5*y^3
Z7xZ12,168,12,6,2.571,0.08,ok,x^3 + x^5*y^6 + x^6*y^2,y^3 + x^2*y^9 + x^3*y^9
Z7xZ12,168,24,4,2.286,0.03,ok,y^5 + x^2*y^5 + x^6*y^9,y^10 + x^4*y^2 + x^5*y^6
Z7xZ12,168,12,8,4.571,0.27,ok,x*y^11 + x^2*y^9 + x^4*y^9,x^3*y + x^4*y^9 + x^6*y^5
